Titel,Jahr,Authoren,ISBN,ISSN,DOI,Journal,Monat,Issue,Nummer,URL,Gruppen,
4 - The smart city of Leuven,2019,"Roel Heijlen, Joep Crompvoets",978-0-12-816169-2,,https://doi.org/10.1016/B978-0-12-816169-2.00004-3,,,,,http://www.sciencedirect.com/science/article/pii/B9780128161692000043,NOK1,
Assessing information security risks in the cloud: A case study of Australian local government authorities,2020,"Omar Ali, Anup Shrestha, Akemi Chatfield, Peter Murray",,0740-624X,https://doi.org/10.1016/j.giq.2019.101419,Government Information Quarterly,,,1,http://www.sciencedirect.com/science/article/pii/S0740624X19300231,"OK1, NOK2",
Chapter Three - Blockchain Technology: Supply Chain Insights from ERP,2018,Arnab Banerjee,,0065-2458,https://doi.org/10.1016/bs.adcom.2018.03.007,,,,,http://www.sciencedirect.com/science/article/pii/S0065245818300202,NOK1,
Digital identity – From emergent legal concept to new reality,2018,Clare Sullivan,,0267-3649,https://doi.org/10.1016/j.clsr.2018.05.015,Computer Law & Security Review,,,4,http://www.sciencedirect.com/science/article/pii/S0267364918302024,NOK1,
Chapter 9 - Predicting the future of food safety,2020,Darin Detwiler,978-0-12-818219-2,,https://doi.org/10.1016/B978-0-12-818219-2.00009-0,,,,,http://www.sciencedirect.com/science/article/pii/B9780128182192000090,NOK1,
"A systematic literature review of blockchain-based applications: Current status, classification and open issues",2019,"Fran Casino, Thomas Dasaklis, Constantinos Patsakis",,0736-5853,https://doi.org/10.1016/j.tele.2018.11.006,Telematics and Informatics,,,,http://www.sciencedirect.com/science/article/pii/S0736585318306324,NOK1,
Healthcare system☆☆Applications.,2020,"Shubhani Aggarwal, Neeraj Kumar",,0065-2458,https://doi.org/10.1016/bs.adcom.2020.08.024,,,,,http://www.sciencedirect.com/science/article/pii/S0065245820300796,NOK1,
Chapter 8 - Blockchain in Healthcare: Challenges and Solutions,2019,"Md Onik, Satyabrata Aich, Jinhong Yang, ChulSoo Kim, HeeCheol Kim",978-0-12-818146-1,,https://doi.org/10.1016/B978-0-12-818146-1.00008-8,,,,,http://www.sciencedirect.com/science/article/pii/B9780128181461000088,NOK1,
An integrated fog and Artificial Intelligence smart health framework to predict and prevent COVID-19,2020,"Prabhdeep Singh, Rajbir Kaur",,2589-7918,https://doi.org/10.1016/j.glt.2020.11.002,Global Transitions,,,,http://www.sciencedirect.com/science/article/pii/S2589791820300244,NOK1,
Cryptographic Framework for Role Control Remedy: A Secure Role Engineering mechanism for Single Authority Organizations,2021,"Aqsa Rashid, Asif Masood, Haider Abbas",,0167-739X,https://doi.org/10.1016/j.future.2020.10.021,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X20329988,NOK1,
How to support digital sustainability assessment? An attempt to knowledge systematization,2020,Agnieszka Konys,,1877-0509,https://doi.org/10.1016/j.procs.2020.09.288,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050920321943,NOK1,
Secure and transparent audit logs with BlockAudit,2019,"Ashar Ahmad, Muhammad Saad, Aziz Mohaisen",,1084-8045,https://doi.org/10.1016/j.jnca.2019.102406,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804519302401,NOK1,
"Industrial internet of things: Recent advances, enabling technologies and open challenges",2020,"WZ Khan, MH Rehman, HM Zangoti, MK Afzal, N Armi, K Salah",,0045-7906,https://doi.org/10.1016/j.compeleceng.2019.106522,Computers & Electrical Engineering,,,,http://www.sciencedirect.com/science/article/pii/S0045790618329550,NOK1,
Chapter Nine - NoSQL Polyglot Persistence,2018,Ganesh Deka,,0065-2458,https://doi.org/10.1016/bs.adcom.2017.08.003,,,,,http://www.sciencedirect.com/science/article/pii/S0065245817300347,NOK1,
A survey on continuous authentication methods in Internet of Things environment,2020,"Fatimah AlNaji, Rachid Zagrouba",,0140-3664,https://doi.org/10.1016/j.comcom.2020.09.006,Computer Communications,,,,http://www.sciencedirect.com/science/article/pii/S0140366420319204,NOK1,
ARIES: Evaluation of a reliable and privacy-preserving European identity management framework,2020,"Jorge Bernabe, Martin David, Rafael Moreno, Javier Cordero, Sébastien Bahloul, Antonio Skarmeta",,0167-739X,https://doi.org/10.1016/j.future.2019.08.017,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X1930843X,"OK1, NOK2",
"Application of Integrated Building Information Modeling, IoT and Blockchain Technologies in System Design of a Smart Building",2019,"Izabella Lokshina, Michal Greguš, Wade Thomas",,1877-0509,https://doi.org/10.1016/j.procs.2019.11.058,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050919317582,NOK1,
National strategic artificial intelligence plans: A multi-dimensional analysis,2020,"Samar Fatima, Kevin Desouza, Gregory Dawson",,0313-5926,https://doi.org/10.1016/j.eap.2020.07.008,Economic Analysis and Policy,,,,http://www.sciencedirect.com/science/article/pii/S0313592620304021,NOK1,
Chapter 14 - Blockchain taiga,2019,Claudia Rijcken,978-0-12-817638-2,,https://doi.org/10.1016/B978-0-12-817638-2.00014-6,,,,,http://www.sciencedirect.com/science/article/pii/B9780128176382000146,NOK1,
Providing packages of relevant ATM information: An ontology-based approach,2021,"Bernd Neumayr, Christoph Schuetz, Eduard Gringinger, Christoph Fabianek, Audun Vennesland, Michael Schrefl, Scott Wilson",,0969-6997,https://doi.org/10.1016/j.jairtraman.2020.101937,Journal of Air Transport Management,,,,http://www.sciencedirect.com/science/article/pii/S0969699720305202,NOK1,
On the potential of “Photovoltaics + Electric vehicles” for deep decarbonization of Kyoto’s power systems: Techno-economic-social considerations,2020,"Takuro Kobashi, Takahiro Yoshida, Yoshiki Yamagata, Katsuhiko Naito, Stefan Pfenninger, Kelvin Say, Yasuhiro Takeda, Amanda Ahl, Masaru Yarime, Keishiro Hara",,0306-2619,https://doi.org/10.1016/j.apenergy.2020.115419,Applied Energy,,,,http://www.sciencedirect.com/science/article/pii/S0306261920309314,NOK1,
"Precision health data: Requirements, challenges and existing techniques for data security and privacy",2021,"Chandra Thapa, Seyit Camtepe",,0010-4825,https://doi.org/10.1016/j.compbiomed.2020.104130,Computers in Biology and Medicine,,,,http://www.sciencedirect.com/science/article/pii/S0010482520304613,NOK1,
An exhaustive survey on security and privacy issues in Healthcare 4.0,2020,"Jigna Hathaliya, Sudeep Tanwar",,0140-3664,https://doi.org/10.1016/j.comcom.2020.02.018,Computer Communications,,,,http://www.sciencedirect.com/science/article/pii/S0140366419311880,NOK1,
"Synchromodal logistics: An overview of critical success factors, enabling technologies, and open research issues",2019,"Riccardo Giusti, Daniele Manerba, Giorgio Bruno, Roberto Tadei",,1366-5545,https://doi.org/10.1016/j.tre.2019.07.009,Transportation Research Part E: Logistics and Transportation Review,,,,http://www.sciencedirect.com/science/article/pii/S1366554519303928,NOK1,
Section II - Artificial intelligence (AI): Applications in health and wellness,2021,,978-0-12-824477-7,,https://doi.org/10.1016/B978-0-12-824477-7.00010-9,,,,,http://www.sciencedirect.com/science/article/pii/B9780128244777000109,NOK1,
Chapter 5 - Peer-to-peer markets and sharing economy of the smart grids,2020,Wadim Strielkowski,978-0-12-817770-9,,https://doi.org/10.1016/B978-0-12-817770-9.00005-5,,,,,http://www.sciencedirect.com/science/article/pii/B9780128177709000055,NOK1,
Chapter 6 - Cloud infrastructures for data sharing,2020,"Vasileios Pezoulas, Themis Exarchos, Dimitrios Fotiadis",978-0-12-816507-2,,https://doi.org/10.1016/B978-0-12-816507-2.00006-2,,,,,http://www.sciencedirect.com/science/article/pii/B9780128165072000062,NOK1,
Chapter 6 - Internet of Things for smart grid applications,2021,"P Manoj, Y Kumar, M Gowtham, DB Vishwas, AV Ajay",978-0-12-824337-4,,https://doi.org/10.1016/B978-0-12-824337-4.00006-0,,,,,http://www.sciencedirect.com/science/article/pii/B9780128243374000060,NOK1,
Examining the role of the AIS research literature using the natural experiment of the 2018 JIS conference on cloud computing,2018,Michael Alles,,1467-0895,https://doi.org/10.1016/j.accinf.2018.09.001,International Journal of Accounting Information Systems,,,,http://www.sciencedirect.com/science/article/pii/S1467089518300605,NOK1,
Chapter 17 - Optimizing global food supply chains: The case for blockchain and GSI standards,2020,"John Keogh, Abderahman Rejeb, Nida Khan, Kevin Dean, Karen Hand",978-0-12-818956-6,,https://doi.org/10.1016/B978-0-12-818956-6.00017-8,,,,,http://www.sciencedirect.com/science/article/pii/B9780128189566000178,NOK1,
Law and policy of platform economy in China,2020,Chuanman You,,0267-3649,https://doi.org/10.1016/j.clsr.2020.105493,Computer Law & Security Review,,,,http://www.sciencedirect.com/science/article/pii/S0267364920300984,NOK1,
"IoMT amid COVID-19 pandemic: Application, architecture, technology, and security",2020,"Azana Mohd Aman, Wan Hassan, Shilan Sameen, Zainab Attarbashi, Mojtaba Alizadeh, Liza Latiff",,1084-8045,https://doi.org/10.1016/j.jnca.2020.102886,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804520303490,NOK1,
Collaborative and efficient privacy-preserving critical incident management system,2021,"Amna Qureshi, Victor GarciaFont, Helena RifàPous, David Megías",,0957-4174,https://doi.org/10.1016/j.eswa.2020.113727,Expert Systems with Applications,,,,http://www.sciencedirect.com/science/article/pii/S0957417420305510,NOK1,
Chapter 12 - DNA Data and Social Crime,2020,Rocky Termanini,978-0-323-85222-7,,https://doi.org/10.1016/B978-0-12-823295-8.00012-4,,,,,http://www.sciencedirect.com/science/article/pii/B9780128232958000124,NOK1,
The promise of big data for precision population health management in the US,2020,"A Han, A Isaacson, P Muennig",,0033-3506,https://doi.org/10.1016/j.puhe.2020.04.040,Public Health,,,,http://www.sciencedirect.com/science/article/pii/S0033350620301451,NOK1,
Industrial digital ecosystems: Predictive models and architecture development issues,2020,"Natalia Bakhtadze, Alexander Suleykin",,1367-5788,https://doi.org/10.1016/j.arcontrol.2020.11.001,Annual Reviews in Control,,,,http://www.sciencedirect.com/science/article/pii/S1367578820300766,NOK1,
"Chapter 80 - The digital hospital of the 21th century, and information systems management☆",2020,"Thomas Judd, Elliot Sloane, Ricardo J Silva",978-0-12-813467-2,,https://doi.org/10.1016/B978-0-12-813467-2.00081-X,,,,,http://www.sciencedirect.com/science/article/pii/B978012813467200081X,NOK1,
Decentralized and Secure Communication Architecture for FANETs using Blockchain,2020,"Kashish Khullar, Yishu Malhotra, Anupam Kumar",,1877-0509,https://doi.org/10.1016/j.procs.2020.06.020,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050920315246,NOK1,
Agent-based Internet of Things: State-of-the-art and research challenges,2020,"Claudio Savaglio, Maria Ganzha, Marcin Paprzycki, Costin Bădică, Mirjana Ivanović, Giancarlo Fortino",,0167-739X,https://doi.org/10.1016/j.future.2019.09.016,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X19312282,NOK1,
Chapter 16 - A Vital Role of Blockchain Technology Toward Internet of Vehicles,2020,"Vikram Puri, Raghvendra Kumar, Chung Le, Rohit Sharma, Ishaani Priyadarshini",978-0-12-819816-2,,https://doi.org/10.1016/B978-0-12-819816-2.00016-2,,,,,http://www.sciencedirect.com/science/article/pii/B9780128198162000162,NOK1,
"Transformative effects of IoT, Blockchain and Artificial Intelligence on cloud computing: Evolution, vision, trends and open challenges",2019,"Sukhpal Gill, Shreshth Tuli, Minxian Xu, Inderpreet Singh, Karan Singh, Dominic Lindsay, Shikhar Tuli, Daria Smirnova, Manmeet Singh, Udit Jain, Haris Pervaiz, Bhanu Sehgal, Sukhwinder Kaila, Sanjay Misra, Mohammad Aslanpour, Harshit Mehta, Vlado Stankovski, Peter Garraghan",,2542-6605,https://doi.org/10.1016/j.iot.2019.100118,Internet of Things,,,,http://www.sciencedirect.com/science/article/pii/S2542660519302331,NOK1,
Enabling technologies and sustainable smart cities,2020,"Mohd Ahad, Sara Paiva, Gautami Tripathi, Noushaba Feroz",,2210-6707,https://doi.org/10.1016/j.scs.2020.102301,Sustainable Cities and Society,,,,http://www.sciencedirect.com/science/article/pii/S2210670720305229,NOK1,
Intelligent contract adoption in the construction industry: Concept development,2021,"Alan McNamara, Samad Sepasgozar",,0926-5805,https://doi.org/10.1016/j.autcon.2020.103452,Automation in Construction,,,,http://www.sciencedirect.com/science/article/pii/S0926580520310323,NOK1,
Deep learning for privacy preservation in autonomous moving platforms enhanced 5G heterogeneous networks,2020,"Yulei Wu, Yuxiang Ma, HongNing Dai, Hao Wang",,1389-1286,https://doi.org/10.1016/j.comnet.2020.107743,Computer Networks,,,,http://www.sciencedirect.com/science/article/pii/S138912862031327X,NOK1,
Chapter One - Blockchain Technology Use Cases in Healthcare,2018,"Peng Zhang, Douglas Schmidt, Jules White, Gunther Lenz",,0065-2458,https://doi.org/10.1016/bs.adcom.2018.03.006,,,,,http://www.sciencedirect.com/science/article/pii/S0065245818300196,NOK1,
"Food traceability system from governmental, corporate, and consumer perspectives in the European Union and China: A comparative review",2020,"Jianping Qian, Luis RuizGarcia, Beilei Fan, Jose Robla Villalba, Ultan McCarthy, Baohui Zhang, Qiangyi Yu, Wenbin Wu",,0924-2244,https://doi.org/10.1016/j.tifs.2020.03.025,Trends in Food Science & Technology,,,,http://www.sciencedirect.com/science/article/pii/S0924224419305734,NOK1,
Recent advances on industrial data-driven energy savings: Digital twins and infrastructures,2021,"Sin Teng, Michal Touš, Wei Leong, Bing How, Hon Lam, Vítězslav Máša",,1364-0321,https://doi.org/10.1016/j.rser.2020.110208,Renewable and Sustainable Energy Reviews,,,,http://www.sciencedirect.com/science/article/pii/S1364032120304974,NOK1,
Chapter 5 - Data Management Tools and Techniques,2017,Martijn Groot,978-0-12-809776-2,,https://doi.org/10.1016/B978-0-12-809776-2.00005-3,,,,,http://www.sciencedirect.com/science/article/pii/B9780128097762000053,NOK1,
Edge Computing: Smart Identity Wallet Based Architecture and User Centric,2019,"Syrine Sahmim, Hamza Gharsellaoui, Sadok Bouamama",,1877-0509,https://doi.org/10.1016/j.procs.2019.09.294,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050919314930,NOK1,
The adoption of open platform for container bookings in the maritime supply chain,2020,"Fangli Zeng, Hing Chan, Kulwant Pawar",,1366-5545,https://doi.org/10.1016/j.tre.2020.102019,Transportation Research Part E: Logistics and Transportation Review,,,,http://www.sciencedirect.com/science/article/pii/S1366554520306700,NOK1,
Branch based blockchain technology in intelligent vehicle,2018,"Madhusudan Singh, Shiho Kim",,1389-1286,https://doi.org/10.1016/j.comnet.2018.08.016,Computer Networks,,,,http://www.sciencedirect.com/science/article/pii/S1389128618308399,NOK1,
"Green hydrogen characterisation initiatives: Definitions, standards, guarantees of origin, and challenges",2020,"Anthony Velazquez Abad, Paul Dodds",,0301-4215,https://doi.org/10.1016/j.enpol.2020.111300,Energy Policy,,,,http://www.sciencedirect.com/science/article/pii/S0301421520300586,NOK1,
"Control, use and ownership of big data: A reciprocal view of customer big data value in the hospitality and tourism industry",2020,"Nathaniel Line, Tarik Dogru, Dahlia ElManstrly, Alex Buoye, Ed Malthouse, Jay Kandampully",,0261-5177,https://doi.org/10.1016/j.tourman.2020.104106,Tourism Management,,,,http://www.sciencedirect.com/science/article/pii/S0261517720300327,NOK1,
"Chapter 20 - Automated, Decentralized Trust: A Path to Financial Inclusion",2018,Andreas Freund,978-0-12-810441-5,,https://doi.org/10.1016/B978-0-12-810441-5.00030-0,,,,,http://www.sciencedirect.com/science/article/pii/B9780128104415000300,NOK1,
Biometrics in air transport: no flight of fancy,2019,Sean Farrell,,0969-4765,https://doi.org/10.1016/S0969-4765(19)30009-8,Biometric Technology Today,,,1,http://www.sciencedirect.com/science/article/pii/S0969476519300098,NOK1,
Research on the application of block chain big data platform in the construction of new smart city for low carbon emission and green environment,2020,"Minglin Sun, Jian Zhang",,0140-3664,https://doi.org/10.1016/j.comcom.2019.10.031,Computer Communications,,,,http://www.sciencedirect.com/science/article/pii/S0140366419310643,NOK1,
A review of edge computing reference architectures and a new global edge proposal,2019,"Inés SittónCandanedo, Ricardo Alonso, Juan Corchado, Sara RodríguezGonzález, Roberto CasadoVara",,0167-739X,https://doi.org/10.1016/j.future.2019.04.016,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X1930264X,NOK1,
Internet of things security: A top-down survey,2018,"Djamel Kouicem, Abdelmadjid Bouabdallah, Hicham Lakhlef",,1389-1286,https://doi.org/10.1016/j.comnet.2018.03.012,Computer Networks,,,,http://www.sciencedirect.com/science/article/pii/S1389128618301208,NOK1,
A Fast Healthcare Interoperability Resources (FHIR) Implementation Integrating Complex Security Mechanisms,2019,"Marco Rosa, Cristiano Faria, Ana Barbosa, Hilma Caravau, Ana Rosa, Nelson Rocha",,1877-0509,https://doi.org/10.1016/j.procs.2019.12.215,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050919322628,NOK1,
From one-stop shop to no-stop shop: An e-government stage model,2019,"Hendrik Scholta, Willem Mertens, Marek Kowalkiewicz, Jörg Becker",,0740-624X,https://doi.org/10.1016/j.giq.2018.11.010,Government Information Quarterly,,,1,http://www.sciencedirect.com/science/article/pii/S0740624X17304239,"OK1, NOK2",
Digital revolution in depression: A technologies update for clinicians,2017,"Max Lazar, Zihang Pan, ReneeMarie Ragguett, Yena Lee, Mehala Subramaniapillai, Rodrigo Mansur, Nelson Rodrigues, Roger McIntyre",,2468-1717,https://doi.org/10.1016/j.pmip.2017.09.001,Personalized Medicine in Psychiatry,,,,http://www.sciencedirect.com/science/article/pii/S2468171717300352,NOK1,
The promise of peer-to-peer trading? The potential impact of blockchain on the actor configuration in the Dutch electricity system,2019,"MC Buth, AJ Wieczorek, GPJ Verbong",,2214-6296,https://doi.org/10.1016/j.erss.2019.02.021,Energy Research & Social Science,,,,http://www.sciencedirect.com/science/article/pii/S2214629618308296,NOK1,
Chapter 6 - Other Key Concepts in Artificial Intelligence,2020,Anthony Chang,978-0-12-823337-5,,https://doi.org/10.1016/B978-0-12-823337-5.00006-8,,,,,http://www.sciencedirect.com/science/article/pii/B9780128233375000068,NOK1,
On-demand generation of as-built infrastructure information models for mechanised Tunnelling from TBM data: A computational design approach,2021,"Vito Getuli, Pietro Capone, Alessandro Bruttini, Farzad Pour Rahimian",,0926-5805,https://doi.org/10.1016/j.autcon.2020.103434,Automation in Construction,,,,http://www.sciencedirect.com/science/article/pii/S0926580520310141,NOK1,
Sticky policies approach within cloud computing,2017,"Grzegorz Spyra, William Buchanan, Elias Ekonomou",,0167-4048,https://doi.org/10.1016/j.cose.2017.07.005,Computers & Security,,,,http://www.sciencedirect.com/science/article/pii/S016740481730144X,NOK1,
Digital construction: From point solutions to IoT ecosystem,2018,"Roy Woodhead, Paul Stephenson, Denise Morrey",,0926-5805,https://doi.org/10.1016/j.autcon.2018.05.004,Automation in Construction,,,,http://www.sciencedirect.com/science/article/pii/S0926580517309512,NOK1,
"Secure data analytics for smart grid systems in a sustainable smart city: Challenges, solutions, and future directions",2020,"Aparna Kumari, Sudeep Tanwar",,2210-5379,https://doi.org/10.1016/j.suscom.2020.100427,Sustainable Computing: Informatics and Systems,,,,http://www.sciencedirect.com/science/article/pii/S2210537920301542,NOK1,
FinPathlight: Framework for an multiagent recommender system designed to increase consumer financial capability,2020,"Lawrence Bunnell, KwekuMuata OseiBryson, Victoria Yoon",,0167-9236,https://doi.org/10.1016/j.dss.2020.113306,Decision Support Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167923620300610,NOK1,
4 - AI applications in the business and administration of health care,2021,Louis Catania,978-0-12-824477-7,,https://doi.org/10.1016/B978-0-12-824477-7.00003-1,,,,,http://www.sciencedirect.com/science/article/pii/B9780128244777000031,NOK1,
Big data analytics for smart factories of the future,2020,"Robert Gao, Lihui Wang, Moneer Helu, Roberto Teti",,0007-8506,https://doi.org/10.1016/j.cirp.2020.05.002,CIRP Annals,,,2,http://www.sciencedirect.com/science/article/pii/S0007850620301359,NOK1,
A privacy-preserving consensus mechanism for an electric vehicle charging scheme,2021,"Xiaoshuai Zhang, Chao Liu, Kok Chai, Stefan Poslad",,1084-8045,https://doi.org/10.1016/j.jnca.2020.102908,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804520303684,NOK1,
Chapter 2 - Digitalized Governance—An Embezzled Opportunity?,2019,Alois Paulin,978-0-12-816224-8,,https://doi.org/10.1016/B978-0-12-816224-8.00002-9,,,,,http://www.sciencedirect.com/science/article/pii/B9780128162248000029,NOK1,
Analysing the impact of blockchain-technology for operations and supply chain management: An explanatory model drawn from multiple case studies,2020,"Stefan Tönnissen, Frank Teuteberg",,0268-4012,https://doi.org/10.1016/j.ijinfomgt.2019.05.009,International Journal of Information Management,,,,http://www.sciencedirect.com/science/article/pii/S026840121930101X,"OK1, NOK2",
Challenges and recommended technologies for the industrial internet of things: A comprehensive review,2020,"Mina Younan, Essam Houssein, Mohamed Elhoseny, Abdelmgeid Ali",,0263-2241,https://doi.org/10.1016/j.measurement.2019.107198,Measurement,,,,http://www.sciencedirect.com/science/article/pii/S0263224119310644,NOK1,
9 - Open Data for smart cities,2021,Bipin Kumar,978-0-12-816816-5,,https://doi.org/10.1016/B978-0-12-816816-5.00009-7,,,,,http://www.sciencedirect.com/science/article/pii/B9780128168165000097,NOK1,
Enhanced Lightning Network (off-chain)-based micropayment in IoT ecosystems,2020,"Jérémy Robert, Sylvain Kubler, Sankalp Ghatpande",,0167-739X,https://doi.org/10.1016/j.future.2020.05.033,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X19322654,NOK1,
Enforcing security in Internet of Things frameworks: A Systematic Literature Review,2019,"Mohab Aly, Foutse Khomh, Mohamed Haoues, Alejandro Quintero, Soumaya Yacout",,2542-6605,https://doi.org/10.1016/j.iot.2019.100050,Internet of Things,,,,http://www.sciencedirect.com/science/article/pii/S2542660518300805,NOK1,
TrustChain: A Sybil-resistant scalable blockchain,2020,"Pim Otte, Martijn de Vos, Johan Pouwelse",,0167-739X,https://doi.org/10.1016/j.future.2017.08.048,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X17318988,"OK1, NOK2",
A performance measurement system for industry 4.0 enabled smart manufacturing system in SMMEs- A review and empirical investigation,2020,"Sachin Kamble, Angappa Gunasekaran, Abhijeet Ghadge, Rakesh Raut",,0925-5273,https://doi.org/10.1016/j.ijpe.2020.107853,International Journal of Production Economics,,,,http://www.sciencedirect.com/science/article/pii/S0925527320302176,NOK1,
"A survey on cybersecurity, data privacy, and policy issues in cyber-physical system deployments in smart cities",2019,"Hadi Habibzadeh, Brian Nussbaum, Fazel Anjomshoa, Burak Kantarci, Tolga Soyata",,2210-6707,https://doi.org/10.1016/j.scs.2019.101660,Sustainable Cities and Society,,,,http://www.sciencedirect.com/science/article/pii/S2210670718316883,NOK1,
"Sensors for internet of medical things: State-of-the-art, security and privacy issues, challenges and future directions",2020,"Partha Ray, Dinesh Dash, Neeraj Kumar",,0140-3664,https://doi.org/10.1016/j.comcom.2020.05.029,Computer Communications,,,,http://www.sciencedirect.com/science/article/pii/S0140366420300086,NOK1,
Chapter Two - Integrated platforms for blockchain enablement,2019,"Md Ferdous, Kamanashis Biswas, Mohammad Chowdhury, Niaz Chowdhury, Vallipuram Muthukkumarasamy",,0065-2458,https://doi.org/10.1016/bs.adcom.2019.01.001,,,,,http://www.sciencedirect.com/science/article/pii/S0065245819300014,NOK1,
Cyber-physical systems architectures for industrial internet of things applications in Industry 4.0: A literature review,2021,"Diego Pivoto, Luiz de Almeida, Rodrigo da Rosa Righi, Joel Rodrigues, Alexandre Lugli, Antonio Alberti",,0278-6125,https://doi.org/10.1016/j.jmsy.2020.11.017,Journal of Manufacturing Systems,,,,http://www.sciencedirect.com/science/article/pii/S0278612520302119,NOK1,
Blockchain technology enabling the Physical Internet: A synergetic application framework,2019,"Tobias Meyer, Marlene Kuhn, Evi Hartmann",,0360-8352,https://doi.org/10.1016/j.cie.2019.07.006,Computers & Industrial Engineering,,,,http://www.sciencedirect.com/science/article/pii/S0360835219303973,NOK1,
Technology-based health promotion: Current state and perspectives in emerging gig economy,2019,"Jafet Morales, Devasena Inupakutika, Sahak Kaghyan, David Akopian, Zenong Yin, Martin Evans, Deborah ParraMedina",,0208-5216,https://doi.org/10.1016/j.bbe.2019.07.006,Biocybernetics and Biomedical Engineering,,,3,http://www.sciencedirect.com/science/article/pii/S0208521619302943,NOK1,
Chapter 1 - Integration of the maritime supply chain: Evolving from collaboration process to maritime supply chain network,2020,"Christa Sys, Thierry Vanelslander",978-0-12-818421-9,,https://doi.org/10.1016/B978-0-12-818421-9.00001-X,,,,,http://www.sciencedirect.com/science/article/pii/B978012818421900001X,NOK1,
Optimal privacy control for transport network data sharing,2019,"Brian He, Joseph Chow",,2352-1465,https://doi.org/10.1016/j.trpro.2019.05.041,Transportation Research Procedia,,,,http://www.sciencedirect.com/science/article/pii/S235214651930050X,NOK1,
Chapter 11 - Voluntary sustainability initiatives: An approach to make mining more responsible?,2020,"Gudrun Franken, Laura Turley, Karoline Kickler",978-0-12-819534-5,,https://doi.org/10.1016/B978-0-12-819534-5.00011-8,,,,,http://www.sciencedirect.com/science/article/pii/B9780128195345000118,NOK1,
On the requirements of digital twin-driven autonomous maintenance,2020,"Samir Khan, Michael Farnsworth, Richard McWilliam, John Erkoyuncu",,1367-5788,https://doi.org/10.1016/j.arcontrol.2020.08.003,Annual Reviews in Control,,,,http://www.sciencedirect.com/science/article/pii/S1367578820300560,NOK1,
Semantic-based privacy settings negotiation and management,2020,"Odnan Sanchez, Ilaria Torre, Bart Knijnenburg",,0167-739X,https://doi.org/10.1016/j.future.2019.10.024,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X18317035,NOK1,
Data-driven dynamic clustering framework for mitigating the adverse economic impact of Covid-19 lockdown practices,2020,"Md Rahman, Nafees Zaman, A Asyhari, Fadi AlTurjman, Md Alam Bhuiyan, MF Zolkipli",,2210-6707,https://doi.org/10.1016/j.scs.2020.102372,Sustainable Cities and Society,,,,http://www.sciencedirect.com/science/article/pii/S221067072030593X,NOK1,
IoT-CANE: A unified knowledge management system for data-centric Internet of Things application systems,2019,"Yinhao Li, Awatif Alqahtani, Ellis Solaiman, Charith Perera, Prem Jayaraman, Rajkumar Buyya, Graham Morgan, Rajiv Ranjan",,0743-7315,https://doi.org/10.1016/j.jpdc.2019.04.016,Journal of Parallel and Distributed Computing,,,,http://www.sciencedirect.com/science/article/pii/S0743731518309742,NOK1,
Chapter 7 - Architecture and State-of-the-Art,2019,"Vlasios Tsiatsis, Stamatis Karnouskos, Jan Höller, David Boyle, Catherine Mulligan",978-0-12-814435-0,,https://doi.org/10.1016/B978-0-12-814435-0.00019-5,,,,,http://www.sciencedirect.com/science/article/pii/B9780128144350000195,NOK1,
Combating product label misconduct: The role of traceability and market inspection,2020,"Shiqing Yao, Kaijie Zhu",,0377-2217,https://doi.org/10.1016/j.ejor.2019.09.031,European Journal of Operational Research,,,2,http://www.sciencedirect.com/science/article/pii/S037722171930788X,NOK1,
Radiology’s Information Architecture Could Migrate to One Emulating That of Smartphones,2020,"Dieter Enzmann, Corey Arnold, Edward Zaragoza, Eliot Siegel, Michael Pfeffer",,1546-1440,https://doi.org/10.1016/j.jacr.2020.03.032,Journal of the American College of Radiology,,,10,http://www.sciencedirect.com/science/article/pii/S1546144020303690,NOK1,
Facilitating conditions for successful adoption of inter-organizational information systems in seaports,2019,"Carla Vairetti, Rosa GonzálezRamírez, Sebastián Maldonado, Claudio Álvarez, Stefan Voβ",,0965-8564,https://doi.org/10.1016/j.tra.2019.09.017,Transportation Research Part A: Policy and Practice,,,,http://www.sciencedirect.com/science/article/pii/S0965856419301302,NOK1,
